Study.number,Study.code,Study.reference,Experiment.number,Study.short.name,Retrieved.from,Document.Type,On.money.priming.,Empirical.,Random.Assignment,Neutral.Comparison.,Eligible.,Why.not.,Able.to.compute.effect.size.,Included.,Notes,dep,prime,prime..extra.notes..,year.,jrnl,published,replication,Preregistered,Prime.Type..coder.1.,Prime.Type..coder.2.,Prime.Type..coder.agreement.,Prime.Type..final.code.,Setting..coder.1.,Setting..coder.2.,Setting..code.agreement.,Setting..final.code.,Behavioral.vs.non.behavioral..coder.1.,Behavioral.vs.non.behavioral..coder.2.,Behavioral.vs.non.behavioral..code.agreement.,Behavioral.vs..Non.behavioral,Problems.,Multiple.DV.,Interaction.,Notes..1,X2nd.factor,Simple.main.effect,Interaction.Identification..1.Largest.predicted.effect.,Notes.1,Contact.Author.,Information.to.seek,Aggregated.across.DVs.,d,var.of.d,g,var.of.g,Notes.,Notes.....1st.DV,Effect.size..D...Reported.,significance,n1,n2,N,m1.,m2,sd1,sd2,Direction.of.Effect,d.from.M.SD.n,Variance.of..d,g.from.M.SD.n,Variance.of.g,log.odds.ratio,percent1,percent2,Odds.ratio,A,B,C,D,variance.of.log.odds.ratio,Type.of.test.statistics,Value.of.test.statistics,converted.d,variance.of.d,converted.g,variance.of.g,Notes..2nd.effect.size,Effect.size..D...Reported..,Significance,n1.,n2.,N.,m1..1,m2.,sd1.,sd2.,Direction.of.Effect.1,d.from.M.SD.n.1,Variance.of..d.1,g.from.M.SD.n.1,Variance.of.g.1,log.odds.ratio.1,variance.of.log.odds.ratio.1,Type.of.test.statistics.1,Value.of.test.statistics.1,converted.d.1,variance.of.d.1,converted.g.1,variance.of.g.1,Notes..3rd.effect.size,Effect.size..D...Reported...1,Significance.1,n1..1,n2..1,N..1,m1..2,m2..1,sd1..1,sd2..1,Direction.of.Effect.2,d.from.M.SD.n.2,Variance.of..d.2,g.from.M.SD.n.2,Variance.of.g.2,Notes.2,Effect.size..D...Reported...2,Significance.2,n1..2,n2..2,N..2,m1..3,m2..2,sd1..2,sd2..2,Direction.of.Effect.3,d.from.M.SD.n.3,Variance.of..d.3,g.from.M.SD.n.3,Variance.of.g.3,keepformulas
69,69d,"Hansen, J., Kutzner, F., & Wänke, M. (2013). Money and thinking: Reminders of money trigger abstract construal and shape consumer judgments. Journal of Consumer Research, 39(6), 1154–1166. doi:10.1086/667691",4,"Hansen, J., Kutzner, F., & Wänke, M. (2013), Study 4",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,Pictures of credit card and cash. Participants also asked to decide which they prefer as medium of exchange,2013,Journal of Consumer Research,1,0,0,1,1,1,1,99,99,1,99,2,2,1,2,0,1,1,"Two control groups (music control, shopping control). No predictions regarding control group, hence need to aggregate. ",Feature valience (central-positive/peripheral-negative vs. central-negative/peripheral-positive),"Feature valience = ""central-positive/peripheral-negative""",1,,1,"Aggregated Mean, SD across two control conditions. Cell size. ",0,0.642582979422783,0.0692869730404489,0.635139933329083,0.0676911653848162,,Average Product Evaluation,,,23,44,67,4.5109,3.7614,0.95489,1.26095,1,0.642582979422783,0.0692869730404489,0.635139933329083,0.0676911653848162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
69,69e,"Hansen, J., Kutzner, F., & Wänke, M. (2013). Money and thinking: Reminders of money trigger abstract construal and shape consumer judgments. Journal of Consumer Research, 39(6), 1154–1166. doi:10.1086/667691",5,"Hansen, J., Kutzner, F., & Wänke, M. (2013), Study 5",PsycINFO,Journal,1,1,1,1,1,,1,1,,Product evaluation,Pictures,,2013,Journal of Consumer Research,1,0,0,1,1,1,1,99,99,1,99,2,2,1,2,0,1,0,DV is the difference between two repeated measures. ,,,,,1,1) Difference score (Means and SDs) for money prime and control prime conditions. 2) Cell size.,0,0.753101171424365,0.0726225442794531,0.743148292506863,0.0707156898400093,,Diff score (High - Low quality parent brand),,,30,29,59,0.8269,0.1542,0.74727,1.02269,1,0.753101171424365,0.0726225442794531,0.743148292506863,0.0707156898400093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
82,82a,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014). Impact of money on emotional expression. Journal of Experimental Social Psychology, 55, 228–233. doi:10.1016/j.jesp.2014.07.013",1,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Emotional Expressivity,Pictures,,2014,Journal of Experimental Social Psychology,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.534548672427976,0.0440730972510346,0.530179064751454,0.0433555011424325,,,,1,47,47,94,3.89,4.43,0.99,1.03,1,0.534548672427976,0.0440730972510346,0.530179064751454,0.0433555011424325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
82,82b,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014). Impact of money on emotional expression. Journal of Experimental Social Psychology, 55, 228–233. doi:10.1016/j.jesp.2014.07.013",2,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Expression of negative emotions,Pictures,,2014,Journal of Experimental Social Psychology,1,0,0,1,1,1,1,2,2,1,2,2,2,1,2,0,1,0,3 DVs,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,0.685886387034164,0.0146580521153105,0.682238055188238,0.014502530116011,,Reported Anger,,1,75,75,150,5.31,6.07,2.29,1.74,1,0.373706974045875,0.0271321896748351,0.371809984329906,0.0268574350936243,,,,,,,,,,,,,,,,Reported Negative Affect,,,75,75,150,5.34,6.16,2.34,1.55,1,0.413159844807729,0.0272356701912052,0.411062586712258,0.0269598677127815,,,,,,,,,Judge rated anger,,,75,75,150,5.23,6.83,2.18,1.53,1,0.849592786711744,0.0290726930107754,0.845280132972091,0.0287782878894573,Judge rated negative affect,,,75,75,150,6.17,7.27,1.17,0.73,,,,,,FALSE
82,82c,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014). Impact of money on emotional expression. Journal of Experimental Social Psychology, 55, 228–233. doi:10.1016/j.jesp.2014.07.013",3,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Expression of positive emotions,Pictures,,2014,Journal of Experimental Social Psychology,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,1,0,There are 2 DVs. DV1: Self-reported emotions. DV2: Judged by raters. Two Dvs correlated at .65 ,,,,,,,1,0.62755068676903,0.0455648107790802,0.620525865648481,0.0445504126331158,,Reported Emotions,,1,38,38,76,4.86,6.12,2.2,1.55,1,0.662126989708558,0.0555158694111876,0.655393494897963,0.0543924744553347,,,,,,,,,,,,,,,,Rater judged emotions,,,38,38,76,5.41,6.55,2.36,1.35,1,0.592974383829502,0.0549448593413025,0.586944135858355,0.0538330190965449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
82,82d,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014). Impact of money on emotional expression. Journal of Experimental Social Psychology, 55, 228–233. doi:10.1016/j.jesp.2014.07.013",4,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014), Study 4",PsycINFO,Journal,1,1,1,1,1,,1,1,,Judge intensity of others' emotions,Sentence descrambling,,2014,Journal of Experimental Social Psychology,1,0,0,2,2,1,2,1,1,1,1,1,2,0,2,0,0,0,,,,,,,,0,0.938401947463676,0.0752593069068103,0.926000159611733,0.0732832188351436,,,,1,29.5,29.5,59,5.96,5.22,0.71,0.86,1,0.938401947463676,0.0752593069068103,0.926000159611733,0.0732832188351436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
82,82e,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014). Impact of money on emotional expression. Journal of Experimental Social Psychology, 55, 228–233. doi:10.1016/j.jesp.2014.07.013",5,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014), Study 5",PsycINFO,Journal,1,1,1,1,1,,1,1,,Judge intensity of others' emotions,Pictures,,2014,Journal of Experimental Social Psychology,1,0,0,1,1,1,1,2,2,1,2,1,2,0,2,0,0,1,,Situation (Public vs. Private),Situation = Private,0,,,,0,-0.0970316919189484,0.0435294301588949,-0.0962208421257538,0.0428049585324268,,,,0,46,46,92,6.27,6.39,1.3,1.17,-1,-0.0970316919189484,0.0435294301588949,-0.0962208421257538,0.0428049585324268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
82,82e,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014). Impact of money on emotional expression. Journal of Experimental Social Psychology, 55, 228–233. doi:10.1016/j.jesp.2014.07.013",5,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014), Study 5",PsycINFO,Journal,1,1,1,1,1,,1,1,,Judge intensity of others' emotions,Pictures,,2014,Journal of Experimental Social Psychology,1,0,0,1,1,1,1,2,2,1,2,1,2,0,2,0,0,1,,Situation (Public vs. Private),Situation = Public,1,,,,0,0.537661481417499,0.0450493471119568,0.533168488536572,0.0442995791123669,,,,1,46,46,92,6.64,5.98,1.04,1.39,1,0.537661481417499,0.0450493471119568,0.533168488536572,0.0442995791123669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
82,82f,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014). Impact of money on emotional expression. Journal of Experimental Social Psychology, 55, 228–233. doi:10.1016/j.jesp.2014.07.013",6,"Jiang, Y., Chen, Z., & Wyer, R. S. J. (2014), Study 6",PsycINFO,Journal,1,1,1,1,1,,1,1,,"Willingness to interact with individuals with different emotions (happiness, anger, neutral). ",Sentence descrambling,,2014,Journal of Experimental Social Psychology,1,0,0,2,2,1,2,1,1,1,1,1,2,0,2,0,1,0,"3 repeated measure DVs (happy faces, angry faces, neutral faces). ",,,,,1,"Means, SDs, N,  of two difference scores measures: DV1: Happy minus netural. DV2: Angry minus neutral. Then correlation between the two DVs.  ",1,0.580570240267165,0.0351252241658921,0.573766682764034,0.0343068004399809,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
84,84a,"Jin, Z., Shiomura, K., & Jiang, L. (2015). Assessing implicit mate preferences among Chinese and Japanese women by providing love, sex, or money cues. Psychological Reports, 116(1), 195–206. doi:10.2466/21.PR0.116k11w6",China sample,"Jin, Z., Shiomura, K., & Jiang, L. (2015), Study China sample",PsycINFO,Journal,1,1,within subject design,1,1,,1,1,,Response time of correct responses on a classification task.,Pictures,,2015,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,Two within-subject factors (gender of target and priming),,,,,1,Difference score of difference score? And correlation?,,1.1531556939164,0.0842235449057107,1.13256362795361,0.0812424181568159,Within subject effect size conversion,,,,,,57,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
84,84b,"Jin, Z., Shiomura, K., & Jiang, L. (2015). Assessing implicit mate preferences among Chinese and Japanese women by providing love, sex, or money cues. Psychological Reports, 116(1), 195–206. doi:10.2466/21.PR0.116k11w6",Japan sample,"Jin, Z., Shiomura, K., & Jiang, L. (2015), Study Japan sample",PsycINFO,Journal,1,1,within subject design,1,1,,1,1,,Response time of correct responses on a classification task.,Pictures,,2015,Psychological Reports,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,Two within-subject factors (gender of target and priming),,,,,1,Difference score of difference score?  And correlation?,,0.498653868664404,0.0277775113502432,0.489749335295396,0.0267943149982416,Within subject effect size conversion,,,,,,57,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-1,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",abington,"Klein, R. A., et al. (2014), Study abington",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.00659718634473403,0.0477275317919612,-0.00653666169936949,0.0468558143945321,,,,,40,44,84,3.528125,3.53409090909091,1.02355569756884,0.780561271470782,-1,-0.00659718634473403,0.0477275317919612,-0.00653666169936949,0.0468558143945321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-2,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",brasilia,"Klein, R. A., et al. (2014), Study brasilia",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.17566991022397,0.0334711781543158,0.174550993598339,0.0330461516314426,,,,,59,61,120,2.90889830508475,2.78307962529274,0.65973745287138,0.766879472177121,1,0.17566991022397,0.0334711781543158,0.174550993598339,0.0330461516314426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-3,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",charles,"Klein, R. A., et al. (2014), Study charles",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.146852775727455,0.0478556402138136,-0.145505502555643,0.046981582985769,,,,,44,40,84,3.59983766233766,3.7125,0.678356302035694,0.854475397614352,-1,-0.146852775727455,0.0478556402138136,-0.145505502555643,0.046981582985769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-4,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",conncoll,"Klein, R. A., et al. (2014), Study conncoll",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.232634268761876,0.043466653460778,0.230753129122292,0.0427665308903045,,,,,55,40,95,3.87467532467532,3.640625,0.996856423458557,1.01872984485332,1,0.232634268761876,0.043466653460778,0.230753129122292,0.0427665308903045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-5,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",csun,"Klein, R. A., et al. (2014), Study csun",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.0113422617234109,0.0417398004707253,0.0112515236296236,0.0410746350104239,,,,,46,50,96,3.6735248447205,3.66357142857143,0.931327282960079,0.825083452167355,1,0.0113422617234109,0.0417398004707253,0.0112515236296236,0.0410746350104239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-6,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",help,"Klein, R. A., et al. (2014), Study help",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.236309498352744,0.039625588023478,-0.234532735207234,0.0390319546453208,,,,,48,54,102,2.8718998015873,3.04100529100529,0.785509887892199,0.647339769975582,-1,-0.236309498352744,0.039625588023478,-0.234532735207234,0.0390319546453208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-7,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",ithaca,"Klein, R. A., et al. (2014), Study ithaca",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.00777657873552457,0.0467535827264514,0.00771011225060556,0.0459577915966929,,,,,35,55,90,3.53214285714286,3.525,0.924216111181831,0.91489728223284,1,0.00777657873552457,0.0467535827264514,0.00771011225060556,0.0459577915966929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-8,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",jmu,"Klein, R. A., et al. (2014), Study jmu",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.117553122986771,0.0231043961821854,0.117039790571982,0.0229030516415538,,,,,92,82,174,3.95943322981366,3.85670731707317,0.944180719919984,0.787420863949411,1,0.117553122986771,0.0231043961821854,0.117039790571982,0.0229030516415538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-9,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",ku,"Klein, R. A., et al. (2014), Study ku",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.126095952167575,0.0354935523114243,-0.125242029240933,0.035014454736033,,,,,58,55,113,2.58497536945813,2.68701298701299,0.854870567497559,0.758026265244317,-1,-0.126095952167575,0.0354935523114243,-0.125242029240933,0.035014454736033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-10,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",laurier,"Klein, R. A., et al. (2014), Study laurier",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.1398954815806,0.035813047231685,-0.138939476011712,0.0353252475161212,,,,,57,55,112,4.43201754385965,4.54545454545455,0.826483438846004,0.79435349482927,-1,-0.1398954815806,0.035813047231685,-0.138939476011712,0.0353252475161212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-11,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",lse,"Klein, R. A., et al. (2014), Study lse",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.162533812905939,0.0145715939453193,-0.162090135527669,0.0144921487833017,,,,,128,149,277,3.67550223214286,3.80968360498562,0.835485525108434,0.816946211617485,-1,-0.162533812905939,0.0145715939453193,-0.162090135527669,0.0144921487833017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-12,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",luc,"Klein, R. A., et al. (2014), Study luc",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.0686584846729602,0.0279869341417167,-0.0682977570827345,0.0276936233189605,,,,,64,81,145,3.45284598214286,3.51763668430335,0.995034273405118,0.901155604768004,-1,-0.0686584846729602,0.0279869341417167,-0.0682977570827345,0.0276936233189605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-13,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",mcdaniel,"Klein, R. A., et al. (2014), Study mcdaniel",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.40594404666721,0.041930914959833,0.402764328286005,0.0412766064272024,,,,,45,53,98,3.62698412698413,3.27830188679245,0.862665029369054,0.855778403760299,1,0.40594404666721,0.041930914959833,0.402764328286005,0.0412766064272024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-14,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",msvu,"Klein, R. A., et al. (2014), Study msvu",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.195449860968765,0.0473422263247277,0.19367841207781,0.0464879480555992,,,,,44,41,85,3.69642857142857,3.52743902439024,0.833536006045609,0.896831312142381,1,0.195449860968765,0.0473422263247277,0.19367841207781,0.0464879480555992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-15,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",mturk,"Klein, R. A., et al. (2014), Study mturk",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.064828217322372,0.00400726726714121,-0.064779437625365,0.00400123903592656,,,,,508,491,999,3.66835395575553,3.74265347686936,1.14544959997268,1.14676947879071,-1,-0.064828217322372,0.00400726726714121,-0.064779437625365,0.00400123903592656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-16,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",osu,"Klein, R. A., et al. (2014), Study osu",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.0958141399071191,0.0378253847047069,0.0951281198123188,0.0372856715070987,,,,,48,59,107,4.12016369047619,4.03389830508475,0.957137041668847,0.851542245796642,1,0.0958141399071191,0.0378253847047069,0.0951281198123188,0.0372856715070987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-17,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",oxy,"Klein, R. A., et al. (2014), Study oxy",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.0356278254899992,0.0332296030925628,0.0354046867082246,0.0328146693498568,,,,,54,68,122,3.25132275132275,3.21875,0.762592052523216,1.01834273289585,1,0.0356278254899992,0.0332296030925628,0.0354046867082246,0.0328146693498568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-18,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",pi,"Klein, R. A., et al. (2014), Study pi",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,-0.0279719284391562,0.00301787482525019,-0.0279560803210604,0.00301445610581313,,,,,651,675,1326,3.42226245336845,3.44879188712522,0.932378275500921,0.963658140685625,-1,-0.0279719284391562,0.00301787482525019,-0.0279560803210604,0.00301445610581313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-19,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",psu,"Klein, R. A., et al. (2014), Study psu",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.0142622983814046,0.0423361864600809,0.0141469698230644,0.0416542724563901,,,,,44,51,95,3.86850649350649,3.8578431372549,0.722133907660365,0.76893579374481,1,0.0142622983814046,0.0423361864600809,0.0141469698230644,0.0416542724563901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
91,91-20,"Klein, R. A., et al. (2014). Investigating variation in replicability: A “many labs” replication project. Social Psychology, 45(3), 142–152. doi:10.1027/1864-9335/a000178",qccuny,"Klein, R. A., et al. (2014), Study qccuny",PsycINFO,Journal,1,1,1,1,1,,1,1,,System Justification,Pictures,,2014,Social Psychology,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.0309521101835446,0.0399733482784255,0.0307193875505857,0.0393745050824402,,,,,44,58,102,3.69602272727273,3.66933497536946,0.840645225300362,0.878157449404527,1,0.0309521101835446,0.0399733482784255,0.0307193875505857,0.0393745050824402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
